Date,Product,Category,Quantity,Unit_Price,Store,Total_Sales
2025-10-27 23:46:33,Jus,Boissons,3,3.59,Magasin Sousse,10.77
2025-11-11 19:34:31,Lait,Snacks,12,15.3,Magasin Tunis,183.60000000000002
2025-11-07 07:47:43,Yaourt,Alimentation,16,10.31,Magasin Tunis,164.96
2025-03-04 09:04:14,Jus,Boissons,3,8.09,Magasin Tunis,24.27
2025-05-12 15:30:07,Jus,Alimentation,16,14.88,Magasin Sfax,238.08
2025-07-29 00:05:20,Lait,Snacks,1,18.8,Magasin Tunis,18.8
2025-10-01 19:23:48,Chocolat,Boissons,17,16.57,Magasin Sfax,281.69
2025-11-06 21:29:38,Biscuits,Snacks,1,18.36,Magasin Tunis,18.36
2025-09-23 02:44:58,Yaourt,Alimentation,7,4.45,Magasin Sfax,31.150000000000002
2025-05-14 04:44:32,Céréales,Snacks,1,12.83,Magasin Sousse,12.83
2025-03-17 22:04:38,Céréales,Boissons,1,16.85,Magasin Sousse,16.85
2025-09-05 05:29:23,Café,Alimentation,4,6.01,Magasin Sousse,24.04
2025-04-02 14:40:01,Lait,Snacks,11,1.37,Magasin Sfax,15.07
2025-10-11 03:53:30,Fromage,Alimentation,6,7.1,Magasin Sousse,42.599999999999994
2025-05-27 08:37:49,Chocolat,Alimentation,3,12.68,Magasin Sousse,38.04
2025-08-21 06:45:31,Thé,Boissons,2,11.95,Magasin Sfax,23.9
2025-03-12 03:48:46,Céréales,Snacks,13,4.77,Magasin Tunis,62.00999999999999
2025-11-19 11:39:13,Thé,Alimentation,11,16.12,Magasin Tunis,177.32000000000002
2025-10-29 04:14:34,Fromage,Snacks,4,18.07,Magasin Sfax,72.28
2025-09-17 01:25:17,Café,Snacks,5,13.32,Magasin Tunis,66.6
2025-06-14 02:07:04,Biscuits,Alimentation,15,17.32,Magasin Sfax,259.8
2025-05-15 20:45:55,Thé,Boissons,19,2.14,Magasin Sfax,40.660000000000004
2025-02-24 05:33:50,Jus,Boissons,13,6.07,Magasin Sousse,78.91
2025-01-13 16:36:41,Lait,Snacks,5,1.08,Magasin Tunis,5.4
2025-08-16 19:27:24,Thé,Boissons,18,2.05,Magasin Sousse,36.9
2025-05-07 05:39:01,Thé,Alimentation,1,1.9,Magasin Tunis,1.9
2025-01-04 14:49:25,Chocolat,Snacks,12,15.04,Magasin Sousse,180.48
2025-01-08 18:06:07,Jus,Alimentation,15,12.17,Magasin Tunis,182.55
2025-04-11 10:43:34,Céréales,Boissons,1,1.1,Magasin Tunis,1.1
2025-01-30 21:50:09,Céréales,Alimentation,3,7.24,Magasin Sousse,21.72
2025-05-08 15:05:29,Café,Boissons,16,19.71,Magasin Sousse,315.36
2025-02-25 04:48:10,Pain,Alimentation,14,6.48,Magasin Sousse,90.72
2025-12-12 10:10:44,Café,Snacks,4,5.55,Magasin Sfax,22.2
2025-04-25 18:14:47,Fromage,Snacks,11,5.46,Magasin Sfax,60.06
2025-11-24 21:51:20,Café,Alimentation,1,11.4,Magasin Sousse,11.4
2025-12-09 15:05:01,Fromage,Boissons,2,6.3,Magasin Sfax,12.6
2025-05-18 19:08:03,Céréales,Alimentation,19,4.77,Magasin Sfax,90.63
2025-02-06 03:41:43,Chocolat,Snacks,7,5.23,Magasin Tunis,36.61
2025-10-23 09:37:50,Chocolat,Alimentation,5,3.81,Magasin Sfax,19.05
2025-11-18 06:31:56,Fromage,Alimentation,7,14.55,Magasin Tunis,101.85000000000001
2025-08-06 21:53:47,Fromage,Snacks,17,7.11,Magasin Sousse,120.87
2025-05-07 20:11:57,Céréales,Snacks,12,6.75,Magasin Tunis,81.0
2025-01-13 22:53:55,Pain,Alimentation,2,17.49,Magasin Tunis,34.98
2025-03-07 22:31:19,Lait,Boissons,4,16.13,Magasin Sfax,64.52
2025-02-15 04:03:46,Yaourt,Boissons,11,14.09,Magasin Tunis,154.99
2025-07-19 06:31:11,Chocolat,Boissons,11,18.17,Magasin Tunis,199.87
2025-08-21 01:29:01,Jus,Alimentation,4,4.07,Magasin Sousse,16.28
2025-11-26 04:38:55,Café,Boissons,3,15.51,Magasin Sfax,46.53
2025-11-22 12:07:50,Lait,Alimentation,8,12.51,Magasin Sfax,100.08
2025-06-29 10:36:06,Yaourt,Snacks,7,2.81,Magasin Tunis,19.67
2025-12-24 16:10:20,Chocolat,Alimentation,10,6.98,Magasin Tunis,69.80000000000001
2025-10-21 21:12:48,Thé,Alimentation,7,13.19,Magasin Sfax,92.33
2025-09-13 05:57:06,Café,Alimentation,3,14.41,Magasin Sfax,43.230000000000004
2025-08-19 19:03:07,Pain,Boissons,16,18.61,Magasin Sousse,297.76
2025-01-10 22:01:41,Céréales,Boissons,12,6.4,Magasin Sousse,76.80000000000001
2025-02-20 23:39:17,Céréales,Boissons,7,17.52,Magasin Tunis,122.64
2025-11-16 02:36:08,Thé,Snacks,16,19.31,Magasin Tunis,308.96
2025-12-07 09:14:42,Thé,Alimentation,10,10.6,Magasin Sousse,106.0
2025-05-16 10:46:29,Yaourt,Boissons,14,16.44,Magasin Sfax,230.16000000000003
2025-10-24 14:17:33,Chocolat,Alimentation,2,4.99,Magasin Sousse,9.98
2025-07-20 02:01:27,Céréales,Snacks,14,9.0,Magasin Tunis,126.0
2025-02-10 11:30:57,Yaourt,Alimentation,14,2.61,Magasin Sfax,36.54
2025-10-03 08:42:57,Jus,Alimentation,15,16.98,Magasin Sfax,254.70000000000002
2025-03-28 11:25:19,Chocolat,Snacks,15,12.18,Magasin Tunis,182.7
2025-01-29 11:14:47,Chocolat,Boissons,17,8.11,Magasin Sousse,137.87
2025-11-20 17:25:11,Biscuits,Boissons,4,12.84,Magasin Sfax,51.36
2025-10-17 08:41:53,Thé,Snacks,3,7.39,Magasin Tunis,22.169999999999998
2025-12-09 19:18:18,Céréales,Snacks,1,12.79,Magasin Sousse,12.79
2025-07-09 17:45:22,Pain,Snacks,18,3.29,Magasin Tunis,59.22
2025-06-18 06:02:38,Thé,Alimentation,11,13.62,Magasin Sfax,149.82
2025-05-30 16:03:08,Yaourt,Boissons,4,11.61,Magasin Tunis,46.44
2025-11-06 01:09:37,Pain,Boissons,2,15.14,Magasin Sfax,30.28
2025-03-12 05:59:20,Thé,Alimentation,2,5.19,Magasin Tunis,10.38
2025-07-12 18:54:14,Céréales,Snacks,6,13.67,Magasin Sfax,82.02
2025-01-19 03:19:02,Fromage,Snacks,17,9.26,Magasin Sfax,157.42
2025-05-29 23:42:36,Chocolat,Snacks,15,4.45,Magasin Sfax,66.75
2025-08-03 06:19:25,Jus,Snacks,2,19.2,Magasin Sousse,38.4
2025-11-05 11:10:35,Chocolat,Snacks,1,17.77,Magasin Sfax,17.77
2025-06-01 07:52:17,Thé,Alimentation,3,13.18,Magasin Sfax,39.54
2025-06-04 11:53:13,Pain,Alimentation,18,13.98,Magasin Tunis,251.64000000000001
2025-09-16 05:21:48,Biscuits,Snacks,8,16.15,Magasin Sfax,129.2
2025-08-21 08:55:54,Lait,Alimentation,5,8.75,Magasin Sfax,43.75
2025-08-10 09:28:48,Biscuits,Snacks,15,18.81,Magasin Sousse,282.15
2025-02-01 18:39:24,Café,Alimentation,15,4.24,Magasin Tunis,63.6
2025-09-28 18:22:04,Thé,Alimentation,18,8.02,Magasin Sousse,144.35999999999999
2025-05-10 11:16:01,Yaourt,Boissons,9,9.32,Magasin Sfax,83.88
2025-03-19 16:47:06,Céréales,Alimentation,12,5.26,Magasin Sfax,63.12
2025-12-09 18:02:58,Pain,Alimentation,12,11.14,Magasin Tunis,133.68
2025-09-23 00:07:20,Biscuits,Boissons,15,11.39,Magasin Tunis,170.85000000000002
2025-03-13 06:32:09,Fromage,Snacks,6,6.41,Magasin Tunis,38.46
2025-03-07 14:58:46,Jus,Boissons,18,12.65,Magasin Sfax,227.70000000000002
2025-07-07 03:45:18,Thé,Boissons,7,18.63,Magasin Sousse,130.41
2025-12-26 19:43:53,Fromage,Snacks,16,4.01,Magasin Sfax,64.16
2025-04-01 21:13:29,Céréales,Alimentation,8,4.96,Magasin Sfax,39.68
2025-08-28 12:00:21,Café,Snacks,8,14.48,Magasin Sousse,115.84
2025-04-26 16:18:46,Thé,Alimentation,10,17.94,Magasin Sfax,179.4
2025-03-11 22:13:39,Yaourt,Snacks,5,16.61,Magasin Sfax,83.05
2025-12-03 02:46:36,Café,Alimentation,5,16.64,Magasin Tunis,83.2
2025-09-06 11:57:07,Yaourt,Alimentation,18,10.11,Magasin Sousse,181.98
2025-03-18 19:20:42,Yaourt,Alimentation,18,5.29,Magasin Sousse,95.22
2025-05-23 12:15:42,Fromage,Snacks,6,7.69,Magasin Tunis,46.14
2025-10-16 19:50:50,Yaourt,Snacks,11,12.93,Magasin Sousse,142.23
2025-01-27 21:42:10,Fromage,Boissons,1,17.82,Magasin Sfax,17.82
2025-01-28 06:14:28,Lait,Boissons,18,5.02,Magasin Sousse,90.35999999999999
2025-02-10 02:29:01,Fromage,Snacks,10,12.4,Magasin Sfax,124.0
2025-12-06 15:42:43,Pain,Boissons,7,19.5,Magasin Tunis,136.5
2025-07-08 11:49:42,Biscuits,Boissons,12,7.55,Magasin Tunis,90.6
2025-05-07 11:27:10,Pain,Alimentation,16,18.83,Magasin Tunis,301.28
2025-04-23 14:20:26,Thé,Snacks,7,9.42,Magasin Sousse,65.94
2025-09-08 10:21:49,Café,Alimentation,8,3.69,Magasin Tunis,29.52
2025-02-14 20:06:11,Café,Alimentation,12,7.0,Magasin Sousse,84.0
2025-08-24 13:42:57,Jus,Boissons,17,9.65,Magasin Sousse,164.05
2025-10-21 02:09:16,Céréales,Snacks,12,18.1,Magasin Tunis,217.20000000000002
2025-09-16 08:53:40,Café,Alimentation,5,14.95,Magasin Sfax,74.75
2025-10-16 15:19:39,Jus,Alimentation,12,11.49,Magasin Tunis,137.88
2025-04-17 08:09:55,Lait,Alimentation,13,1.67,Magasin Tunis,21.71
2025-12-30 11:43:30,Thé,Alimentation,11,15.21,Magasin Tunis,167.31
2025-02-06 18:10:08,Lait,Boissons,18,10.97,Magasin Sousse,197.46
2025-05-13 22:14:40,Biscuits,Snacks,3,4.99,Magasin Tunis,14.97
2025-05-30 00:25:44,Pain,Snacks,5,18.99,Magasin Sousse,94.94999999999999
2025-12-03 05:40:36,Thé,Alimentation,5,14.15,Magasin Sousse,70.75
2025-02-16 14:50:00,Lait,Boissons,3,7.36,Magasin Sfax,22.080000000000002
2025-07-03 17:53:43,Chocolat,Boissons,1,13.0,Magasin Sousse,13.0
2025-09-09 02:16:22,Fromage,Alimentation,15,12.56,Magasin Sousse,188.4
2025-04-20 09:05:06,Jus,Boissons,17,12.8,Magasin Sfax,217.60000000000002
2025-02-10 12:35:12,Biscuits,Boissons,7,18.4,Magasin Sousse,128.79999999999998
2025-09-11 01:05:51,Chocolat,Snacks,14,16.61,Magasin Sfax,232.54
2025-01-28 15:13:43,Lait,Snacks,6,18.91,Magasin Tunis,113.46000000000001
2025-06-25 00:20:56,Céréales,Snacks,4,5.01,Magasin Tunis,20.04
2025-07-08 02:38:04,Biscuits,Snacks,16,4.74,Magasin Tunis,75.84
2025-05-21 00:39:21,Pain,Boissons,19,19.9,Magasin Sousse,378.09999999999997
2025-11-20 23:57:01,Chocolat,Boissons,17,14.31,Magasin Tunis,243.27
2025-03-11 19:24:19,Café,Boissons,18,7.43,Magasin Sousse,133.74
2025-10-20 00:00:58,Yaourt,Boissons,19,8.62,Magasin Sousse,163.77999999999997
2025-10-18 01:33:16,Lait,Snacks,13,3.63,Magasin Tunis,47.19
2025-05-10 22:41:10,Thé,Alimentation,3,17.61,Magasin Sousse,52.83
2025-11-13 13:58:40,Café,Alimentation,9,12.08,Magasin Tunis,108.72
2025-03-30 07:07:21,Chocolat,Alimentation,15,17.98,Magasin Sousse,269.7
2025-06-21 23:47:44,Chocolat,Alimentation,13,3.0,Magasin Sfax,39.0
2025-06-28 23:18:57,Jus,Boissons,5,3.17,Magasin Sfax,15.85
2025-01-30 11:53:57,Yaourt,Alimentation,16,7.95,Magasin Tunis,127.2
2025-05-08 18:27:41,Fromage,Boissons,10,8.1,Magasin Sfax,81.0
2025-11-04 21:21:50,Thé,Alimentation,13,4.6,Magasin Sousse,59.8
2025-08-19 13:46:55,Thé,Boissons,12,14.43,Magasin Sfax,173.16
2025-07-04 10:53:21,Chocolat,Snacks,19,15.03,Magasin Sousse,285.57
2025-06-22 19:21:32,Biscuits,Boissons,17,4.47,Magasin Tunis,75.99
2025-09-09 13:58:47,Lait,Alimentation,6,7.54,Magasin Sousse,45.24
2025-08-18 21:01:31,Lait,Alimentation,17,14.74,Magasin Tunis,250.58
2025-02-26 05:47:46,Lait,Boissons,14,13.62,Magasin Sousse,190.67999999999998
2025-05-10 08:55:37,Pain,Alimentation,18,17.02,Magasin Sousse,306.36
2025-10-12 11:23:21,Café,Alimentation,10,18.03,Magasin Tunis,180.3
2025-08-13 23:18:01,Jus,Boissons,6,15.44,Magasin Tunis,92.64
2025-03-26 03:08:17,Thé,Alimentation,18,16.63,Magasin Tunis,299.34
2025-11-16 16:27:50,Jus,Alimentation,4,5.41,Magasin Tunis,21.64
2025-03-21 15:29:32,Jus,Snacks,5,3.39,Magasin Sfax,16.95
2025-11-15 13:40:07,Céréales,Boissons,9,8.4,Magasin Sousse,75.60000000000001
2025-07-23 00:47:31,Lait,Snacks,12,5.7,Magasin Tunis,68.4
2025-05-13 12:19:49,Yaourt,Alimentation,18,11.73,Magasin Sousse,211.14000000000001
2025-03-16 10:50:59,Lait,Boissons,10,18.93,Magasin Tunis,189.3
2025-08-12 12:10:37,Biscuits,Boissons,18,1.01,Magasin Sousse,18.18
2025-09-28 02:58:01,Céréales,Snacks,15,16.08,Magasin Sfax,241.2
2025-04-23 21:27:26,Biscuits,Boissons,1,19.86,Magasin Sousse,19.86
2025-03-01 00:20:31,Jus,Alimentation,6,4.98,Magasin Sfax,29.880000000000003
2025-08-18 14:05:59,Biscuits,Boissons,2,1.89,Magasin Sousse,3.78
2025-02-07 20:13:47,Jus,Alimentation,1,7.51,Magasin Sfax,7.51
2025-12-27 02:39:18,Fromage,Snacks,7,8.73,Magasin Tunis,61.11
2025-09-19 09:25:47,Yaourt,Snacks,3,9.82,Magasin Tunis,29.46
2025-10-25 14:12:27,Biscuits,Snacks,10,1.79,Magasin Sfax,17.9
2025-01-14 03:53:01,Biscuits,Snacks,14,4.32,Magasin Sfax,60.480000000000004
2025-03-17 12:30:52,Jus,Alimentation,12,13.89,Magasin Sfax,166.68
2025-08-26 13:51:46,Céréales,Boissons,12,3.55,Magasin Sousse,42.599999999999994
2025-05-05 22:03:19,Céréales,Alimentation,4,18.25,Magasin Sfax,73.0
2025-09-04 01:45:17,Biscuits,Alimentation,10,11.38,Magasin Sfax,113.80000000000001
2025-06-15 11:11:43,Fromage,Alimentation,10,7.91,Magasin Tunis,79.1
2025-04-09 23:51:56,Chocolat,Snacks,19,5.21,Magasin Tunis,98.99
2025-11-24 17:47:24,Lait,Snacks,17,1.47,Magasin Sfax,24.99
2025-12-14 23:25:33,Thé,Snacks,13,3.55,Magasin Sousse,46.15
2025-10-01 11:22:11,Jus,Snacks,17,16.73,Magasin Sfax,284.41
2025-05-22 23:28:30,Fromage,Snacks,10,11.21,Magasin Sousse,112.10000000000001
2025-10-17 06:03:45,Céréales,Snacks,8,14.23,Magasin Sfax,113.84
2025-04-26 03:20:37,Céréales,Snacks,5,16.49,Magasin Sousse,82.44999999999999
2025-07-29 05:03:33,Thé,Boissons,15,15.87,Magasin Tunis,238.04999999999998
2025-05-26 21:26:08,Café,Snacks,4,17.15,Magasin Sfax,68.6
2025-04-17 04:19:11,Fromage,Snacks,5,12.93,Magasin Sousse,64.65
2025-09-21 09:32:22,Jus,Snacks,7,12.02,Magasin Sousse,84.14
2025-01-20 07:09:49,Céréales,Snacks,14,19.77,Magasin Tunis,276.78
2025-06-11 21:21:36,Chocolat,Snacks,5,15.5,Magasin Sousse,77.5
2025-07-04 20:48:52,Céréales,Boissons,1,18.12,Magasin Sousse,18.12
2025-02-13 12:33:22,Yaourt,Boissons,10,3.8,Magasin Sousse,38.0
2025-06-06 16:13:30,Café,Alimentation,12,17.39,Magasin Sfax,208.68
2025-10-26 10:39:31,Céréales,Boissons,16,14.88,Magasin Sousse,238.08
2025-04-09 01:28:41,Fromage,Alimentation,2,13.14,Magasin Sfax,26.28
2025-11-27 23:39:30,Thé,Alimentation,18,19.66,Magasin Tunis,353.88
2025-05-21 22:00:25,Jus,Snacks,8,17.51,Magasin Sfax,140.08
2025-05-03 12:57:12,Pain,Snacks,8,17.63,Magasin Sousse,141.04
2025-07-05 00:52:02,Yaourt,Boissons,10,10.2,Magasin Tunis,102.0
2025-07-05 08:08:48,Biscuits,Snacks,8,16.93,Magasin Sousse,135.44
2025-12-03 20:32:27,Thé,Alimentation,14,16.17,Magasin Sousse,226.38000000000002
2025-01-24 18:26:31,Thé,Alimentation,8,1.67,Magasin Sfax,13.36
2025-06-07 12:50:16,Chocolat,Alimentation,3,4.14,Magasin Tunis,12.419999999999998
2025-08-15 11:15:25,Chocolat,Snacks,3,4.71,Magasin Sfax,14.129999999999999
2025-01-26 16:35:38,Biscuits,Boissons,19,17.15,Magasin Tunis,325.84999999999997
2025-11-13 06:34:08,Yaourt,Snacks,4,19.6,Magasin Sfax,78.4
2025-03-31 16:49:24,Thé,Alimentation,3,9.52,Magasin Sousse,28.56
2025-06-03 05:49:41,Thé,Snacks,18,17.41,Magasin Sousse,313.38
2025-05-28 18:13:36,Jus,Boissons,19,10.64,Magasin Sousse,202.16000000000003
2025-05-31 14:30:45,Café,Alimentation,15,17.92,Magasin Tunis,268.8
2025-05-27 21:00:11,Fromage,Alimentation,16,15.15,Magasin Sfax,242.4
2025-05-01 09:17:29,Céréales,Boissons,1,14.6,Magasin Sousse,14.6
2025-06-27 07:52:20,Jus,Snacks,4,10.99,Magasin Sousse,43.96
2025-07-13 05:40:44,Pain,Boissons,4,5.2,Magasin Sfax,20.8
2025-03-20 02:42:26,Jus,Alimentation,8,19.08,Magasin Sfax,152.64
2025-02-19 22:53:26,Café,Boissons,12,3.29,Magasin Tunis,39.480000000000004
2025-02-19 10:35:51,Lait,Boissons,19,14.74,Magasin Tunis,280.06
2025-09-08 22:30:00,Thé,Alimentation,12,18.73,Magasin Sousse,224.76
2025-06-11 14:16:14,Biscuits,Alimentation,16,6.33,Magasin Sfax,101.28
2025-09-12 21:40:57,Céréales,Boissons,12,15.47,Magasin Sfax,185.64000000000001
2025-10-26 20:32:54,Céréales,Alimentation,10,6.47,Magasin Sousse,64.7
2025-11-06 18:02:53,Jus,Alimentation,11,12.95,Magasin Sousse,142.45
2025-12-07 10:50:06,Fromage,Alimentation,11,7.72,Magasin Sousse,84.92
2025-12-02 17:22:25,Pain,Boissons,7,3.75,Magasin Sfax,26.25
2025-04-18 00:55:04,Café,Boissons,18,5.29,Magasin Sfax,95.22
2025-09-27 21:40:04,Fromage,Alimentation,2,14.4,Magasin Sfax,28.8
2025-09-09 00:23:06,Fromage,Boissons,12,14.74,Magasin Tunis,176.88
2025-07-31 10:20:45,Pain,Alimentation,17,11.54,Magasin Sousse,196.17999999999998
2025-07-06 08:33:51,Thé,Alimentation,9,7.24,Magasin Sfax,65.16
2025-03-29 13:49:04,Biscuits,Snacks,10,19.48,Magasin Sousse,194.8
2025-07-13 02:15:04,Café,Boissons,18,6.03,Magasin Tunis,108.54
2025-11-07 17:54:06,Thé,Snacks,15,1.33,Magasin Sousse,19.950000000000003
2025-04-13 09:26:41,Lait,Snacks,13,7.94,Magasin Sfax,103.22
2025-05-07 08:09:09,Jus,Snacks,16,7.02,Magasin Tunis,112.32
2025-12-15 19:32:56,Lait,Snacks,17,17.99,Magasin Sousse,305.83
2025-11-17 15:08:56,Pain,Snacks,17,13.49,Magasin Tunis,229.33
2025-03-14 05:03:32,Yaourt,Alimentation,8,12.63,Magasin Sousse,101.04
2025-11-08 09:04:06,Pain,Snacks,16,6.68,Magasin Tunis,106.88
2025-12-17 02:51:04,Biscuits,Boissons,18,13.87,Magasin Sfax,249.66
2025-03-06 10:17:34,Yaourt,Snacks,13,6.29,Magasin Sousse,81.77
2025-05-14 14:49:05,Chocolat,Boissons,14,19.2,Magasin Sousse,268.8
2025-06-19 03:18:40,Chocolat,Boissons,15,1.55,Magasin Sousse,23.25
2025-04-23 11:01:30,Pain,Boissons,14,13.64,Magasin Tunis,190.96
2025-12-23 19:48:35,Fromage,Snacks,15,16.37,Magasin Sousse,245.55
2025-05-19 05:14:04,Lait,Alimentation,16,1.87,Magasin Sfax,29.92
2025-04-21 16:21:06,Pain,Alimentation,13,17.91,Magasin Sfax,232.83
2025-11-04 23:29:23,Fromage,Boissons,11,19.21,Magasin Sousse,211.31
2025-11-06 22:56:04,Jus,Snacks,6,8.21,Magasin Sousse,49.260000000000005
2025-08-08 09:18:42,Thé,Boissons,14,1.99,Magasin Tunis,27.86
2025-02-21 19:05:24,Thé,Alimentation,1,2.35,Magasin Tunis,2.35
2025-07-16 14:53:04,Chocolat,Snacks,8,18.27,Magasin Sousse,146.16
2025-04-06 06:23:36,Thé,Boissons,17,18.05,Magasin Sousse,306.85
2025-03-17 00:27:08,Céréales,Alimentation,19,12.63,Magasin Sfax,239.97000000000003
2025-11-06 01:59:55,Biscuits,Alimentation,13,6.88,Magasin Tunis,89.44
2025-05-23 07:18:52,Chocolat,Alimentation,6,1.22,Magasin Sousse,7.32
2025-06-21 01:55:22,Yaourt,Boissons,5,1.55,Magasin Tunis,7.75
2025-03-26 12:54:38,Yaourt,Snacks,16,13.97,Magasin Sfax,223.52
2025-12-10 14:03:46,Céréales,Snacks,7,5.75,Magasin Sfax,40.25
2025-08-02 20:12:23,Thé,Alimentation,10,7.83,Magasin Sousse,78.3
2025-07-26 20:05:41,Chocolat,Alimentation,12,6.17,Magasin Sfax,74.03999999999999
2025-04-10 20:50:16,Biscuits,Snacks,3,16.94,Magasin Sousse,50.82000000000001
2025-10-24 17:28:49,Jus,Snacks,13,9.77,Magasin Sousse,127.00999999999999
2025-10-06 19:45:23,Lait,Alimentation,17,12.52,Magasin Sfax,212.84
2025-08-17 06:47:29,Yaourt,Boissons,17,8.24,Magasin Sousse,140.08
2025-06-21 20:30:10,Yaourt,Alimentation,9,11.53,Magasin Sfax,103.77
2025-05-24 18:46:10,Café,Alimentation,17,11.48,Magasin Sousse,195.16
2025-08-18 04:39:17,Lait,Snacks,12,5.93,Magasin Sfax,71.16
2025-04-21 18:57:40,Céréales,Alimentation,18,10.14,Magasin Sfax,182.52
2025-09-03 07:46:14,Yaourt,Snacks,3,15.11,Magasin Sfax,45.33
2025-02-14 21:15:47,Lait,Alimentation,11,6.46,Magasin Tunis,71.06
2025-12-10 13:45:49,Lait,Alimentation,12,3.88,Magasin Tunis,46.56
2025-05-29 14:51:03,Thé,Boissons,13,19.25,Magasin Tunis,250.25
2025-08-26 02:08:35,Lait,Snacks,18,15.22,Magasin Tunis,273.96000000000004
2025-01-25 07:30:01,Café,Snacks,18,14.95,Magasin Sfax,269.09999999999997
2025-06-04 00:36:12,Jus,Alimentation,10,3.82,Magasin Sousse,38.199999999999996
2025-08-10 06:36:49,Fromage,Boissons,1,3.52,Magasin Sousse,3.52
2025-02-12 14:04:51,Yaourt,Alimentation,18,11.27,Magasin Tunis,202.85999999999999
2025-01-16 02:09:51,Chocolat,Boissons,3,11.09,Magasin Sousse,33.269999999999996
2025-02-11 10:53:23,Lait,Alimentation,8,7.18,Magasin Sfax,57.44
2025-12-22 11:40:06,Jus,Boissons,7,1.78,Magasin Tunis,12.46
2025-09-25 05:23:54,Café,Snacks,8,7.42,Magasin Sousse,59.36
2025-08-29 19:13:46,Jus,Snacks,5,13.31,Magasin Tunis,66.55
2025-07-21 23:32:17,Jus,Boissons,1,19.0,Magasin Sfax,19.0
2025-06-22 00:44:29,Céréales,Alimentation,8,14.9,Magasin Tunis,119.2
2025-04-23 03:40:12,Thé,Snacks,17,6.19,Magasin Sousse,105.23
2025-04-04 14:16:39,Fromage,Snacks,12,6.99,Magasin Sousse,83.88
2025-09-11 06:49:04,Thé,Snacks,15,2.29,Magasin Tunis,34.35
2025-06-12 19:31:54,Fromage,Alimentation,18,19.95,Magasin Sousse,359.09999999999997
2025-07-29 06:24:26,Café,Boissons,16,19.57,Magasin Tunis,313.12
2025-04-20 12:44:56,Jus,Snacks,4,19.99,Magasin Sfax,79.96
2025-04-26 00:20:25,Fromage,Boissons,12,11.05,Magasin Sousse,132.60000000000002
2025-09-07 18:29:45,Jus,Alimentation,6,19.7,Magasin Sfax,118.19999999999999
2025-01-05 04:50:58,Café,Boissons,18,16.95,Magasin Tunis,305.09999999999997
2025-07-31 06:05:14,Jus,Boissons,2,9.03,Magasin Tunis,18.06
2025-01-26 04:28:01,Biscuits,Snacks,2,10.48,Magasin Sousse,20.96
2025-03-04 02:08:57,Biscuits,Boissons,4,6.59,Magasin Tunis,26.36
2025-01-20 17:10:17,Thé,Alimentation,8,14.94,Magasin Sousse,119.52
2025-07-29 05:57:53,Yaourt,Snacks,9,7.33,Magasin Sousse,65.97
2025-10-13 07:42:01,Céréales,Alimentation,6,11.84,Magasin Sfax,71.03999999999999
2025-07-21 14:20:28,Chocolat,Snacks,10,11.09,Magasin Sfax,110.9
2025-11-16 12:46:07,Pain,Boissons,17,7.98,Magasin Tunis,135.66
2025-06-03 23:21:37,Yaourt,Alimentation,12,7.27,Magasin Sfax,87.24
2025-02-02 22:17:47,Lait,Boissons,17,16.59,Magasin Sousse,282.03
2025-08-25 11:55:35,Yaourt,Boissons,10,9.81,Magasin Sfax,98.10000000000001
2025-02-17 02:40:58,Biscuits,Alimentation,6,3.45,Magasin Sousse,20.700000000000003
2025-06-25 22:23:22,Pain,Snacks,4,14.46,Magasin Sousse,57.84
2025-03-31 13:57:55,Fromage,Boissons,8,12.47,Magasin Sousse,99.76
2025-10-13 16:48:19,Jus,Boissons,15,17.92,Magasin Sfax,268.8
2025-08-07 17:14:51,Café,Snacks,5,7.29,Magasin Sfax,36.45
2025-10-02 23:45:14,Thé,Snacks,4,16.47,Magasin Sousse,65.88
2025-05-26 10:57:53,Thé,Snacks,7,3.32,Magasin Sfax,23.24
2025-09-08 12:27:47,Pain,Snacks,2,17.55,Magasin Sfax,35.1
2025-04-04 14:24:00,Café,Boissons,15,17.23,Magasin Tunis,258.45
2025-05-17 11:44:45,Café,Boissons,18,14.53,Magasin Sfax,261.53999999999996
2025-04-05 14:46:23,Yaourt,Snacks,2,13.57,Magasin Sfax,27.14
2025-01-16 08:24:57,Yaourt,Boissons,19,4.77,Magasin Tunis,90.63
2025-01-15 15:48:14,Céréales,Boissons,7,3.81,Magasin Sousse,26.67
2025-11-06 09:20:50,Lait,Boissons,18,7.91,Magasin Sfax,142.38
2025-08-26 22:55:51,Pain,Snacks,10,8.12,Magasin Tunis,81.19999999999999
2025-09-01 23:59:32,Café,Boissons,17,7.29,Magasin Sfax,123.93
2025-02-08 23:59:34,Chocolat,Snacks,19,16.84,Magasin Tunis,319.96
2025-12-11 19:32:24,Fromage,Boissons,18,5.67,Magasin Sousse,102.06
2025-12-12 05:01:57,Biscuits,Snacks,8,4.43,Magasin Sousse,35.44
2025-07-13 19:56:39,Thé,Snacks,4,8.72,Magasin Sousse,34.88
2025-04-06 17:26:32,Chocolat,Boissons,5,10.95,Magasin Tunis,54.75
2025-11-20 10:48:15,Céréales,Alimentation,7,4.43,Magasin Tunis,31.009999999999998
2025-01-28 22:13:31,Biscuits,Boissons,5,2.93,Magasin Sousse,14.65
2025-05-07 20:41:29,Lait,Boissons,12,5.51,Magasin Tunis,66.12
2025-07-15 20:21:34,Thé,Snacks,14,9.07,Magasin Sousse,126.98
